frankly,surprised,number,negative,reviews,bought,several,items,website,never,issues,sent,leggings,back,royal,mail,issues,refund,yes,takes,days,order,arrive,use,dpd,far,better,evri,issues,shops,due,lack,sizes,
like,many,others,returned,defective,trainers,two,years,warranty,nearly,months,agoi,received,notification,via,email,customer,service,claim,approved,gift,card,sent,within,week,enquired,several,days,later,gift,card,told,start,whole,process,providing,proof,return,proof,purchase,bank,transaction,ve,told,different,things,customer,services,clearly,honour,warranty,customers,nike,brand,loose,customers,loyal,like,two,decades,lost,faith,brand,longer,values,customers,
literally,received,babies,shoes,via,mail,boxes,tore,like,ve,ran,numerous,times,one,pair,purchased,black,scuff,marks,white,air,force,ones,pair,purchased,wrong,size,wrong,shoes,maybe,shouldn,t,hold,certain,standard,ordered,actual,site,expect,something,like,ebay,better,yet,dhgate,nike,
honesty,never,problems,nike,customer,service,ordering,line,items,well,made,packaged,initial,problem,website,trying,hours,place,order,keeps,asking,please,wait,patiently,m,impressed,present,can,t,person,current,problem,
give,zero,returned,item,nearly,months,ago,wrangled,customer,service,since,proof,return,proof,purchase,bank,transaction,correct,format,told,three,different,things,customer,service,bluntly,last,person,example,company,way,big,brand,
easy,shop,product,arrived,week,new,zealand,air,jordan,s,look,good,box,arrived,damaged,wet,shoes,still,fine,air,jordan,box,happen,nike,wrapped,shoe,box,wrapping,paper,nothing,else,bubble,wrap,box,cardboard,answer,nike,start,return,reorder,
shoddy,cheaply,made,sneekers,last,pairs,sneekers,ve,bought,nike,worn,soles,little,use,think,s,sly,dodgy,marketing,manufacturing,ploy,use,crappy,rubber,soles,shoes,ve,many,sneekers,bought,famous,sports,brands,last,get,moneys,worth,nike,haven,t,lasted,don,t,drag,feet,impared,walk,run,cheaply,made,hefty,price,tag,never,nike,dog,pooh,quality,avoid,
worst,service,ever,returned,item,days,later,adamant,havent,received,despite,royal,mail,tracking,saying,telling,wont,refund,terrible,company,using,unhelpful,customer,service,
bought,pair,nike,vapormax,another,store,spent,bubble,pop,months,however,manufactured,nike,option,send,back,inspection,however,try,absolute,best,make,stuck,choices,avoid,inspection,example,dont,give,option,send,shoes,back,via,scannable,qr,code,returns,label,instead,make,go,way,print,label,post,office,scan,however,people,don,t,access,printers,called,asking,advice,told,s,nothing,ll,find,someone,printer,reality,ve,wasted,pair,shoes,can,t,nothing,happened,pairs,vapormaxs,space,months,really,good,quality,considering,pay,ridiculous,prices,aswell,
absolutely,terrible,service,even,worse,sales,service,ordered,shoes,birthday,present,found,order,cancelled,day,delivery,expected,reason,cancellation,offered,promo,code,couldn,t,applied,item,purchasing,absolute,joke,
yall,foo,fuk,m,going,tell,everybody,yall,sorry,got,communication,customers,place,order,february,rd,today,tell,canceled,february,rd,update,notin,yall,garbage,
terrible,customer,service,regarding,return,lost,transit,told,nothing,get,back,item,got,cut,wouldn,t,order,site,
ike,hires,anybody,ex,baby,momma,works,stay,giving,stuff,away,sells,weed,job,like,wth,fr,high,unprofessional,sad,like,y,can,t,find,nobody,else,work,y,always,facebook,selling,stolen,shoes,nike,half,price,like,sus,stop,stealing,dat,stuff,cool,name,markeyda,lightskin,chrysler,
bought,daughter,nike,air,force,last,september,go,back,school,absolute,garbage,pay,another,trainers,back,inside,worn,away,plastic,shoe,making,feet,bleed,don,t,buy,disgusted,nike,made,complaint,told,schuh,isn,t,one,authorised,outlets,nothing,s,product,helpful,
bought,pair,trainers,approximately,wear,wasn,t,worn,everyday,split,ripped,look,mess,wearable,told,mike,s,two,year,warranty,contacting,can,t,anything,made,two,years,ago,aware,warranty,doesn,t,cover,shoes,made,two,years,owning,shoes,shows,quality,bad,sit,box,year,break,year,usage,can,t,use,warranty,
